tests with processor pinned:

32-bit DIGITs, AVX enabled.  Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz   3.41 GHz.  16 GB RAM
SpeedCheckBasicMultiply
563 ms to take the 345 root of a 1000000 BYTE number (563 ms) then take the square root of THAT: (0 ms)
578 ms to take the 690 root of a 1000000 BYTE number
547 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 346 root of THAT (281 ms)
844 ms to take the 346 root of a 1000000 BYTE number (844 ms) then take the square root of THAT: (0 ms)
687 ms to take the 692 root of a 1000000 BYTE number
750 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 347 root of THAT (484 ms)
766 ms to take the 347 root of a 1000000 BYTE number (766 ms) then take the square root of THAT: (0 ms)
1187 ms to take the 694 root of a 1000000 BYTE number
641 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 348 root of THAT (391 ms)
1000 ms to take the 348 root of a 1000000 BYTE number (1000 ms) then take the square root of THAT: (0 ms)
891 ms to take the 696 root of a 1000000 BYTE number
609 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 349 root of THAT (359 ms)
687 ms to take the 349 root of a 1000000 BYTE number (687 ms) then take the square root of THAT: (0 ms)
969 ms to take the 698 root of a 1000000 BYTE number
641 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 350 root of THAT (375 ms)
1000 ms to take the 350 root of a 1000000 BYTE number (1000 ms) then take the square root of THAT: (0 ms)
704 ms to take the 700 root of a 1000000 BYTE number
687 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 351 root of THAT (437 ms)
938 ms to take the 351 root of a 1000000 BYTE number (938 ms) then take the square root of THAT: (0 ms)
1109 ms to take the 702 root of a 1000000 BYTE number
641 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 352 root of THAT (375 ms)
1000 ms to take the 352 root of a 1000000 BYTE number (1000 ms) then take the square root of THAT: (0 ms)
781 ms to take the 704 root of a 1000000 BYTE number
547 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 353 root of THAT (282 ms)
625 ms to take the 353 root of a 1000000 BYTE number (625 ms) then take the square root of THAT: (0 ms)
906 ms to take the 706 root of a 1000000 BYTE number
516 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 354 root of THAT (266 ms)
890 ms to take the 354 root of a 1000000 BYTE number (890 ms) then take the square root of THAT: (0 ms)
641 ms to take the 708 root of a 1000000 BYTE number
672 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 355 root of THAT (422 ms)
1156 ms to take the 355 root of a 1000000 BYTE number (1156 ms) then take the square root of THAT: (0 ms)
1078 ms to take the 710 root of a 1000000 BYTE number
672 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 356 root of THAT (406 ms)
1031 ms to take the 356 root of a 1000000 BYTE number (1031 ms) then take the square root of THAT: (0 ms)
906 ms to take the 712 root of a 1000000 BYTE number
625 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 357 root of THAT (359 ms)
672 ms to take the 357 root of a 1000000 BYTE number (672 ms) then take the square root of THAT: (0 ms)
953 ms to take the 714 root of a 1000000 BYTE number
625 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 358 root of THAT (375 ms)
860 ms to take the 358 root of a 1000000 BYTE number (860 ms) then take the square root of THAT: (0 ms)
781 ms to take the 716 root of a 1000000 BYTE number
703 ms to take the square root of a 1000000 BYTE number (281 ms) then take the 359 root of THAT (422 ms)
1125 ms to take the 359 root of a 1000000 BYTE number (1125 ms) then take the square root of THAT: (0 ms)
953 ms to take the 718 root of a 1000000 BYTE number
610 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 360 root of THAT (360 ms)
953 ms to take the 360 root of a 1000000 BYTE number (953 ms) then take the square root of THAT: (0 ms)
828 ms to take the 720 root of a 1000000 BYTE number
469 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 361 root of THAT (203 ms)
578 ms to take the 361 root of a 1000000 BYTE number (578 ms) then take the square root of THAT: (0 ms)
703 ms to take the 722 root of a 1000000 BYTE number
547 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 362 root of THAT (281 ms)
812 ms to take the 362 root of a 1000000 BYTE number (812 ms) then take the square root of THAT: (0 ms)
703 ms to take the 724 root of a 1000000 BYTE number
500 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 363 root of THAT (250 ms)
672 ms to take the 363 root of a 1000000 BYTE number (672 ms) then take the square root of THAT: (0 ms)
610 ms to take the 726 root of a 1000000 BYTE number
578 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 364 root of THAT (328 ms)
953 ms to take the 364 root of a 1000000 BYTE number (953 ms) then take the square root of THAT: (0 ms)
687 ms to take the 728 root of a 1000000 BYTE number
500 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 365 root of THAT (250 ms)
609 ms to take the 365 root of a 1000000 BYTE number (609 ms) then take the square root of THAT: (0 ms)
609 ms to take the 730 root of a 1000000 BYTE number
563 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 366 root of THAT (313 ms)
1062 ms to take the 366 root of a 1000000 BYTE number (1062 ms) then take the square root of THAT: (0 ms)
657 ms to take the 732 root of a 1000000 BYTE number
547 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 367 root of THAT (282 ms)
765 ms to take the 367 root of a 1000000 BYTE number (765 ms) then take the square root of THAT: (0 ms)
625 ms to take the 734 root of a 1000000 BYTE number
594 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 368 root of THAT (344 ms)
1016 ms to take the 368 root of a 1000000 BYTE number (1016 ms) then take the square root of THAT: (0 ms)
734 ms to take the 736 root of a 1000000 BYTE number
469 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 369 root of THAT (203 ms)
562 ms to take the 369 root of a 1000000 BYTE number (562 ms) then take the square root of THAT: (0 ms)
578 ms to take the 738 root of a 1000000 BYTE number
532 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 370 root of THAT (282 ms)
812 ms to take the 370 root of a 1000000 BYTE number (812 ms) then take the square root of THAT: (0 ms)
656 ms to take the 740 root of a 1000000 BYTE number
500 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 371 root of THAT (250 ms)
688 ms to take the 371 root of a 1000000 BYTE number (688 ms) then take the square root of THAT: (0 ms)
640 ms to take the 742 root of a 1000000 BYTE number
813 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 372 root of THAT (563 ms)
1641 ms to take the 372 root of a 1000000 BYTE number (1641 ms) then take the square root of THAT: (0 ms)
1234 ms to take the 744 root of a 1000000 BYTE number
531 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 373 root of THAT (281 ms)
672 ms to take the 373 root of a 1000000 BYTE number (672 ms) then take the square root of THAT: (0 ms)
719 ms to take the 746 root of a 1000000 BYTE number
562 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 374 root of THAT (297 ms)
875 ms to take the 374 root of a 1000000 BYTE number (875 ms) then take the square root of THAT: (0 ms)
719 ms to take the 748 root of a 1000000 BYTE number
516 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 375 root of THAT (266 ms)
734 ms to take the 375 root of a 1000000 BYTE number (734 ms) then take the square root of THAT: (0 ms)
672 ms to take the 750 root of a 1000000 BYTE number
578 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 376 root of THAT (328 ms)
1125 ms to take the 376 root of a 1000000 BYTE number (1125 ms) then take the square root of THAT: (0 ms)
859 ms to take the 752 root of a 1000000 BYTE number
485 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 377 root of THAT (235 ms)
844 ms to take the 377 root of a 1000000 BYTE number (844 ms) then take the square root of THAT: (0 ms)
625 ms to take the 754 root of a 1000000 BYTE number
546 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 378 root of THAT (281 ms)
1047 ms to take the 378 root of a 1000000 BYTE number (1047 ms) then take the square root of THAT: (0 ms)
766 ms to take the 756 root of a 1000000 BYTE number
594 ms to take the square root of a 1000000 BYTE number (312 ms) then take the 379 root of THAT (282 ms)
765 ms to take the 379 root of a 1000000 BYTE number (765 ms) then take the square root of THAT: (0 ms)
719 ms to take the 758 root of a 1000000 BYTE number
656 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 380 root of THAT (390 ms)
1078 ms to take the 380 root of a 1000000 BYTE number (1078 ms) then take the square root of THAT: (0 ms)
922 ms to take the 760 root of a 1000000 BYTE number
750 ms to take the square root of a 1000000 BYTE number (282 ms) then take the 381 root of THAT (468 ms)
1032 ms to take the 381 root of a 1000000 BYTE number (1032 ms) then take the square root of THAT: (0 ms)
1218 ms to take the 762 root of a 1000000 BYTE number
610 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 382 root of THAT (344 ms)
953 ms to take the 382 root of a 1000000 BYTE number (953 ms) then take the square root of THAT: (0 ms)
797 ms to take the 764 root of a 1000000 BYTE number
547 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 383 root of THAT (282 ms)
796 ms to take the 383 root of a 1000000 BYTE number (796 ms) then take the square root of THAT: (0 ms)
688 ms to take the 766 root of a 1000000 BYTE number
625 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 384 root of THAT (375 ms)
1312 ms to take the 384 root of a 1000000 BYTE number (1312 ms) then take the square root of THAT: (0 ms)
750 ms to take the 768 root of a 1000000 BYTE number
469 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 385 root of THAT (219 ms)
531 ms to take the 385 root of a 1000000 BYTE number (531 ms) then take the square root of THAT: (0 ms)
579 ms to take the 770 root of a 1000000 BYTE number
531 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 386 root of THAT (281 ms)
797 ms to take the 386 root of a 1000000 BYTE number (797 ms) then take the square root of THAT: (0 ms)
672 ms to take the 772 root of a 1000000 BYTE number
484 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 387 root of THAT (234 ms)
687 ms to take the 387 root of a 1000000 BYTE number (687 ms) then take the square root of THAT: (0 ms)
641 ms to take the 774 root of a 1000000 BYTE number
781 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 388 root of THAT (515 ms)
985 ms to take the 388 root of a 1000000 BYTE number (985 ms) then take the square root of THAT: (0 ms)
1203 ms to take the 776 root of a 1000000 BYTE number
484 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 389 root of THAT (219 ms)
641 ms to take the 389 root of a 1000000 BYTE number (641 ms) then take the square root of THAT: (0 ms)
640 ms to take the 778 root of a 1000000 BYTE number
563 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 390 root of THAT (313 ms)
921 ms to take the 390 root of a 1000000 BYTE number (921 ms) then take the square root of THAT: (0 ms)
750 ms to take the 780 root of a 1000000 BYTE number
532 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 391 root of THAT (266 ms)
781 ms to take the 391 root of a 1000000 BYTE number (781 ms) then take the square root of THAT: (0 ms)
687 ms to take the 782 root of a 1000000 BYTE number
579 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 392 root of THAT (329 ms)
1046 ms to take the 392 root of a 1000000 BYTE number (1046 ms) then take the square root of THAT: (0 ms)
750 ms to take the 784 root of a 1000000 BYTE number
625 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 393 root of THAT (359 ms)
907 ms to take the 393 root of a 1000000 BYTE number (907 ms) then take the square root of THAT: (0 ms)
1062 ms to take the 786 root of a 1000000 BYTE number
703 ms to take the square root of a 1000000 BYTE number (328 ms) then take the 394 root of THAT (375 ms)
938 ms to take the 394 root of a 1000000 BYTE number (938 ms) then take the square root of THAT: (0 ms)
765 ms to take the 788 root of a 1000000 BYTE number
516 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 395 root of THAT (250 ms)
734 ms to take the 395 root of a 1000000 BYTE number (734 ms) then take the square root of THAT: (0 ms)
704 ms to take the 790 root of a 1000000 BYTE number
625 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 396 root of THAT (360 ms)
1046 ms to take the 396 root of a 1000000 BYTE number (1046 ms) then take the square root of THAT: (0 ms)
735 ms to take the 792 root of a 1000000 BYTE number
500 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 397 root of THAT (235 ms)
703 ms to take the 397 root of a 1000000 BYTE number (703 ms) then take the square root of THAT: (0 ms)
641 ms to take the 794 root of a 1000000 BYTE number
796 ms to take the square root of a 1000000 BYTE number (281 ms) then take the 398 root of THAT (515 ms)
1563 ms to take the 398 root of a 1000000 BYTE number (1563 ms) then take the square root of THAT: (0 ms)
1203 ms to take the 796 root of a 1000000 BYTE number
563 ms to take the square root of a 1000000 BYTE number (281 ms) then take the 399 root of THAT (282 ms)
796 ms to take the 399 root of a 1000000 BYTE number (796 ms) then take the square root of THAT: (0 ms)
657 ms to take the 798 root of a 1000000 BYTE number
609 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 400 root of THAT (344 ms)
1094 ms to take the 400 root of a 1000000 BYTE number (1094 ms) then take the square root of THAT: (0 ms)
765 ms to take the 800 root of a 1000000 BYTE number
485 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 401 root of THAT (219 ms)
640 ms to take the 401 root of a 1000000 BYTE number (640 ms) then take the square root of THAT: (0 ms)
625 ms to take the 802 root of a 1000000 BYTE number
594 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 402 root of THAT (328 ms)
891 ms to take the 402 root of a 1000000 BYTE number (891 ms) then take the square root of THAT: (0 ms)
781 ms to take the 804 root of a 1000000 BYTE number
688 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 403 root of THAT (422 ms)
953 ms to take the 403 root of a 1000000 BYTE number (953 ms) then take the square root of THAT: (0 ms)
1093 ms to take the 806 root of a 1000000 BYTE number
641 ms to take the square root of a 1000000 BYTE number (297 ms) then take the 404 root of THAT (344 ms)
1047 ms to take the 404 root of a 1000000 BYTE number (1047 ms) then take the square root of THAT: (0 ms)
828 ms to take the 808 root of a 1000000 BYTE number
578 ms to take the square root of a 1000000 BYTE number (328 ms) then take the 405 root of THAT (250 ms)
781 ms to take the 405 root of a 1000000 BYTE number (781 ms) then take the square root of THAT: (0 ms)
719 ms to take the 810 root of a 1000000 BYTE number
656 ms to take the square root of a 1000000 BYTE number (281 ms) then take the 406 root of THAT (375 ms)
1047 ms to take the 406 root of a 1000000 BYTE number (1047 ms) then take the square root of THAT: (0 ms)
860 ms to take the 812 root of a 1000000 BYTE number
531 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 407 root of THAT (266 ms)
1172 ms to take the 407 root of a 1000000 BYTE number (1172 ms) then take the square root of THAT: (0 ms)
719 ms to take the 814 root of a 1000000 BYTE number
609 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 408 root of THAT (359 ms)
1016 ms to take the 408 root of a 1000000 BYTE number (1016 ms) then take the square root of THAT: (0 ms)
765 ms to take the 816 root of a 1000000 BYTE number
485 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 409 root of THAT (235 ms)
718 ms to take the 409 root of a 1000000 BYTE number (718 ms) then take the square root of THAT: (0 ms)
610 ms to take the 818 root of a 1000000 BYTE number
531 ms to take the square root of a 1000000 BYTE number (234 ms) then take the 410 root of THAT (297 ms)
859 ms to take the 410 root of a 1000000 BYTE number (859 ms) then take the square root of THAT: (0 ms)
688 ms to take the 820 root of a 1000000 BYTE number
672 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 411 root of THAT (422 ms)
812 ms to take the 411 root of a 1000000 BYTE number (812 ms) then take the square root of THAT: (0 ms)
1110 ms to take the 822 root of a 1000000 BYTE number
578 ms to take the square root of a 1000000 BYTE number (234 ms) then take the 412 root of THAT (344 ms)
1000 ms to take the 412 root of a 1000000 BYTE number (1000 ms) then take the square root of THAT: (0 ms)
718 ms to take the 824 root of a 1000000 BYTE number
485 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 413 root of THAT (235 ms)
687 ms to take the 413 root of a 1000000 BYTE number (687 ms) then take the square root of THAT: (0 ms)
657 ms to take the 826 root of a 1000000 BYTE number
546 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 414 root of THAT (296 ms)
938 ms to take the 414 root of a 1000000 BYTE number (938 ms) then take the square root of THAT: (0 ms)
719 ms to take the 828 root of a 1000000 BYTE number
562 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 415 root of THAT (297 ms)
813 ms to take the 415 root of a 1000000 BYTE number (813 ms) then take the square root of THAT: (0 ms)
703 ms to take the 830 root of a 1000000 BYTE number
640 ms to take the square root of a 1000000 BYTE number (281 ms) then take the 416 root of THAT (359 ms)
1079 ms to take the 416 root of a 1000000 BYTE number (1079 ms) then take the square root of THAT: (0 ms)
750 ms to take the 832 root of a 1000000 BYTE number
453 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 417 root of THAT (203 ms)
562 ms to take the 417 root of a 1000000 BYTE number (562 ms) then take the square root of THAT: (0 ms)
610 ms to take the 834 root of a 1000000 BYTE number
609 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 418 root of THAT (344 ms)
1266 ms to take the 418 root of a 1000000 BYTE number (1266 ms) then take the square root of THAT: (0 ms)
765 ms to take the 836 root of a 1000000 BYTE number
516 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 419 root of THAT (250 ms)
687 ms to take the 419 root of a 1000000 BYTE number (687 ms) then take the square root of THAT: (0 ms)
782 ms to take the 838 root of a 1000000 BYTE number
578 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 420 root of THAT (328 ms)
984 ms to take the 420 root of a 1000000 BYTE number (984 ms) then take the square root of THAT: (0 ms)
734 ms to take the 840 root of a 1000000 BYTE number
485 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 421 root of THAT (235 ms)
625 ms to take the 421 root of a 1000000 BYTE number (625 ms) then take the square root of THAT: (0 ms)
609 ms to take the 842 root of a 1000000 BYTE number
797 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 422 root of THAT (531 ms)
906 ms to take the 422 root of a 1000000 BYTE number (906 ms) then take the square root of THAT: (0 ms)
1250 ms to take the 844 root of a 1000000 BYTE number
532 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 423 root of THAT (282 ms)
968 ms to take the 423 root of a 1000000 BYTE number (968 ms) then take the square root of THAT: (0 ms)
641 ms to take the 846 root of a 1000000 BYTE number
609 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 424 root of THAT (359 ms)
1047 ms to take the 424 root of a 1000000 BYTE number (1047 ms) then take the square root of THAT: (0 ms)
766 ms to take the 848 root of a 1000000 BYTE number
562 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 425 root of THAT (312 ms)
782 ms to take the 425 root of a 1000000 BYTE number (782 ms) then take the square root of THAT: (0 ms)
1015 ms to take the 850 root of a 1000000 BYTE number
531 ms to take the square root of a 1000000 BYTE number (235 ms) then take the 426 root of THAT (296 ms)
875 ms to take the 426 root of a 1000000 BYTE number (875 ms) then take the square root of THAT: (0 ms)
719 ms to take the 852 root of a 1000000 BYTE number
516 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 427 root of THAT (266 ms)
734 ms to take the 427 root of a 1000000 BYTE number (734 ms) then take the square root of THAT: (0 ms)
656 ms to take the 854 root of a 1000000 BYTE number
813 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 428 root of THAT (547 ms)
1359 ms to take the 428 root of a 1000000 BYTE number (1359 ms) then take the square root of THAT: (0 ms)
1188 ms to take the 856 root of a 1000000 BYTE number
484 ms to take the square root of a 1000000 BYTE number (234 ms) then take the 429 root of THAT (250 ms)
656 ms to take the 429 root of a 1000000 BYTE number (656 ms) then take the square root of THAT: (0 ms)
641 ms to take the 858 root of a 1000000 BYTE number
547 ms to take the square root of a 1000000 BYTE number (234 ms) then take the 430 root of THAT (313 ms)
937 ms to take the 430 root of a 1000000 BYTE number (937 ms) then take the square root of THAT: (0 ms)
735 ms to take the 860 root of a 1000000 BYTE number
688 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 431 root of THAT (438 ms)
1297 ms to take the 431 root of a 1000000 BYTE number (1297 ms) then take the square root of THAT: (0 ms)
1094 ms to take the 862 root of a 1000000 BYTE number
625 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 432 root of THAT (375 ms)
1093 ms to take the 432 root of a 1000000 BYTE number (1093 ms) then take the square root of THAT: (0 ms)
735 ms to take the 864 root of a 1000000 BYTE number
468 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 433 root of THAT (203 ms)
563 ms to take the 433 root of a 1000000 BYTE number (563 ms) then take the square root of THAT: (0 ms)
656 ms to take the 866 root of a 1000000 BYTE number
922 ms to take the square root of a 1000000 BYTE number (312 ms) then take the 434 root of THAT (610 ms)
1687 ms to take the 434 root of a 1000000 BYTE number (1687 ms) then take the square root of THAT: (0 ms)
1328 ms to take the 868 root of a 1000000 BYTE number
563 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 435 root of THAT (313 ms)
765 ms to take the 435 root of a 1000000 BYTE number (765 ms) then take the square root of THAT: (0 ms)
704 ms to take the 870 root of a 1000000 BYTE number
609 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 436 root of THAT (344 ms)
1016 ms to take the 436 root of a 1000000 BYTE number (1016 ms) then take the square root of THAT: (0 ms)
750 ms to take the 872 root of a 1000000 BYTE number
640 ms to take the square root of a 1000000 BYTE number (281 ms) then take the 437 root of THAT (359 ms)
1078 ms to take the 437 root of a 1000000 BYTE number (1063 ms) then take the square root of THAT: (15 ms)
1047 ms to take the 874 root of a 1000000 BYTE number
547 ms to take the square root of a 1000000 BYTE number (235 ms) then take the 438 root of THAT (312 ms)
953 ms to take the 438 root of a 1000000 BYTE number (953 ms) then take the square root of THAT: (0 ms)
735 ms to take the 876 root of a 1000000 BYTE number
515 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 439 root of THAT (265 ms)
781 ms to take the 439 root of a 1000000 BYTE number (781 ms) then take the square root of THAT: (0 ms)
703 ms to take the 878 root of a 1000000 BYTE number
672 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 440 root of THAT (422 ms)
1734 ms to take the 440 root of a 1000000 BYTE number (1734 ms) then take the square root of THAT: (0 ms)
953 ms to take the 880 root of a 1000000 BYTE number
500 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 441 root of THAT (250 ms)
610 ms to take the 441 root of a 1000000 BYTE number (610 ms) then take the square root of THAT: (0 ms)
625 ms to take the 882 root of a 1000000 BYTE number
546 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 442 root of THAT (281 ms)
922 ms to take the 442 root of a 1000000 BYTE number (922 ms) then take the square root of THAT: (0 ms)
703 ms to take the 884 root of a 1000000 BYTE number
641 ms to take the square root of a 1000000 BYTE number (266 ms) then take the 443 root of THAT (375 ms)
750 ms to take the 443 root of a 1000000 BYTE number (750 ms) then take the square root of THAT: (0 ms)
969 ms to take the 886 root of a 1000000 BYTE number
594 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 444 root of THAT (344 ms)
1046 ms to take the 444 root of a 1000000 BYTE number (1046 ms) then take the square root of THAT: (0 ms)
750 ms to take the 888 root of a 1000000 BYTE number
485 ms to take the square root of a 1000000 BYTE number (235 ms) then take the 445 root of THAT (250 ms)
719 ms to take the 445 root of a 1000000 BYTE number (719 ms) then take the square root of THAT: (0 ms)
656 ms to take the 890 root of a 1000000 BYTE number
704 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 446 root of THAT (454 ms)
968 ms to take the 446 root of a 1000000 BYTE number (968 ms) then take the square root of THAT: (0 ms)
953 ms to take the 892 root of a 1000000 BYTE number
547 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 447 root of THAT (297 ms)
844 ms to take the 447 root of a 1000000 BYTE number (844 ms) then take the square root of THAT: (0 ms)
688 ms to take the 894 root of a 1000000 BYTE number
671 ms to take the square root of a 1000000 BYTE number (250 ms) then take the 448 root of THAT (421 ms)
1204 ms to take the 448 root of a 1000000 BYTE number (1204 ms) then take the square root of THAT: (0 ms)
875 ms to take the 896 root of a 1000000 BYTE number
578 ms to take the square root of a 1000000 BYTE number (281 ms) then take the 449 root of THAT (297 ms)
578 ms to take the 449 root of a 1000000 BYTE number (578 ms) then take the square root of THAT: (0 ms)
719 ms to take the 898 root of a 1000000 BYTE number
562 ms to take the square root of a 1000000 BYTE number (265 ms) then take the 450 root of THAT (297 ms)
844 ms to take the 450 root of a 1000000 BYTE number (844 ms) then take the square root of THAT: (0 ms)
765 ms to take the 900 root of a 1000000 BYTE number

CompareNthRootProblemBreakdownTimes
1720 ms to take the 2 root of a 100000 BYTE number (1235 ms) then take the  2 root of THAT (485 ms) 100 times
4955 ms to take the 4 root of a 100000 BYTE number 100 times

2844 ms to take the 3 root of a 100000 BYTE number (2594 ms) then take the  2 root of THAT (250 ms) 100 times
2890 ms to take the 2 root of a 100000 BYTE number (1253 ms) then take the  3 root of THAT (1637 ms) 100 times
6140 ms to take the 6 root of a 100000 BYTE number 100 times

5360 ms to take the 5 root of a 100000 BYTE number (5266 ms) then take the  2 root of THAT (94 ms) 100 times
4017 ms to take the 2 root of a 100000 BYTE number (1440 ms) then take the  5 root of THAT (2577 ms) 100 times
8267 ms to take the 10 root of a 100000 BYTE number 100 times

4066 ms to take the 7 root of a 100000 BYTE number (4035 ms) then take the  2 root of THAT (31 ms) 100 times
3124 ms to take the 2 root of a 100000 BYTE number (1290 ms) then take the  7 root of THAT (1834 ms) 100 times
6531 ms to take the 14 root of a 100000 BYTE number 100 times

5485 ms to take the 11 root of a 100000 BYTE number (5469 ms) then take the  2 root of THAT (16 ms) 100 times
3715 ms to take the 2 root of a 100000 BYTE number (1395 ms) then take the  11 root of THAT (2320 ms) 100 times
8253 ms to take the 22 root of a 100000 BYTE number 100 times

5795 ms to take the 13 root of a 100000 BYTE number (5779 ms) then take the  2 root of THAT (16 ms) 100 times
3470 ms to take the 2 root of a 100000 BYTE number (1281 ms) then take the  13 root of THAT (2189 ms) 100 times
7908 ms to take the 26 root of a 100000 BYTE number 100 times

4783 ms to take the 17 root of a 100000 BYTE number (4752 ms) then take the  2 root of THAT (31 ms) 100 times
3313 ms to take the 2 root of a 100000 BYTE number (1459 ms) then take the  17 root of THAT (1854 ms) 100 times
6454 ms to take the 34 root of a 100000 BYTE number 100 times

5469 ms to take the 19 root of a 100000 BYTE number (5469 ms) then take the  2 root of THAT (0 ms) 100 times
4529 ms to take the 2 root of a 100000 BYTE number (1597 ms) then take the  19 root of THAT (2932 ms) 100 times
7797 ms to take the 38 root of a 100000 BYTE number 100 times

7127 ms to take the 23 root of a 100000 BYTE number (7065 ms) then take the  2 root of THAT (62 ms) 100 times
4045 ms to take the 2 root of a 100000 BYTE number (1338 ms) then take the  23 root of THAT (2707 ms) 100 times
8219 ms to take the 46 root of a 100000 BYTE number 100 times

6721 ms to take the 29 root of a 100000 BYTE number (6689 ms) then take the  2 root of THAT (32 ms) 100 times
3720 ms to take the 2 root of a 100000 BYTE number (1326 ms) then take the  29 root of THAT (2394 ms) 100 times
7734 ms to take the 58 root of a 100000 BYTE number 100 times

6000 ms to take the 31 root of a 100000 BYTE number (5984 ms) then take the  2 root of THAT (16 ms) 100 times
3735 ms to take the 2 root of a 100000 BYTE number (1285 ms) then take the  31 root of THAT (2450 ms) 100 times
7344 ms to take the 62 root of a 100000 BYTE number 100 times

4937 ms to take the 37 root of a 100000 BYTE number (4905 ms) then take the  2 root of THAT (32 ms) 100 times
2952 ms to take the 2 root of a 100000 BYTE number (1375 ms) then take the  37 root of THAT (1577 ms) 100 times
5110 ms to take the 74 root of a 100000 BYTE number 100 times

4844 ms to take the 41 root of a 100000 BYTE number (4844 ms) then take the  2 root of THAT (0 ms) 100 times
