tests with processor pinned:

32-bit DIGITs, AVX enabled.  Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz   3.41 GHz.  16 GB RAM
SpeedCheckBasicMultiply
        Striped:          71153
        Mult/add striped: 77026
Size: 19x8192
        Basic:            158162
        Mult/add basic:   156595
        Striped:          72083
        Mult/add striped: 72616
Size: 20x8192
        Basic:            159398
        Mult/add basic:   163370
        Striped:          56571
        Mult/add striped: 57125
Size: 21x8192
        Basic:            134307
        Mult/add basic:   131722
        Striped:          73235
        Mult/add striped: 71753
Size: 22x8192
        Basic:            133215
        Mult/add basic:   142375
        Striped:          81754
        Mult/add striped: 73012
Size: 23x8192
        Basic:            148784
        Mult/add basic:   156976
        Striped:          71836
        Mult/add striped: 74466
Size: 24x8192
        Basic:            164374
        Mult/add basic:   177217
        Striped:          67537
        Mult/add striped: 56047
Size: 25x8192
        Basic:            134311
        Mult/add basic:   135813
        Striped:          58882
        Mult/add striped: 63748
Size: 26x8192
        Basic:            143074
        Mult/add basic:   139061
        Striped:          60477
        Mult/add striped: 60035
Size: 27x8192
        Basic:            138509
        Mult/add basic:   137537
        Striped:          61468
        Mult/add striped: 61691
Size: 28x8192
        Basic:            141909
        Mult/add basic:   139786
        Striped:          57081
        Mult/add striped: 58230
Size: 29x8192
        Basic:            123528
        Mult/add basic:   128558
        Striped:          61876
        Mult/add striped: 64662
Size: 30x8192
        Basic:            133184
        Mult/add basic:   130670
        Striped:          61684
        Mult/add striped: 63215
Size: 31x8192
        Basic:            133032
        Mult/add basic:   135016
        Striped:          60548
        Mult/add striped: 62131
Size: 32x8192
        Basic:            135641
        Mult/add basic:   139001
        Striped:          52922
        Mult/add striped: 52934
Size: 33x8192
        Basic:            122824
        Mult/add basic:   125842
        Striped:          65447
        Mult/add striped: 64746
Size: 34x8192
        Basic:            130127
        Mult/add basic:   132222
        Striped:          66705
        Mult/add striped: 68638
Size: 35x8192
        Basic:            141433
        Mult/add basic:   148319
        Striped:          66600
        Mult/add striped: 66331
Size: 36x8192
        Basic:            138377
        Mult/add basic:   151612
        Striped:          52088
        Mult/add striped: 53535
Size: 37x8192
        Basic:            147791
        Mult/add basic:   135717
        Striped:          54197
        Mult/add striped: 60524
Size: 38x8192
        Basic:            134746
        Mult/add basic:   139277
        Striped:          55690
        Mult/add striped: 73843
Size: 39x8192
        Basic:            163529
        Mult/add basic:   132114
        Striped:          58826
        Mult/add striped: 58590
Size: 40x8192
        Basic:            133465
        Mult/add basic:   136932
        Striped:          55845
        Mult/add striped: 57813
Size: 41x8192
        Basic:            118768
        Mult/add basic:   120817
        Striped:          59049
        Mult/add striped: 61541
Size: 42x8192
        Basic:            123461
        Mult/add basic:   125581
        Striped:          58788
        Mult/add striped: 59043
Size: 43x8192
        Basic:            126925
        Mult/add basic:   128851
        Striped:          57690
        Mult/add striped: 56656
Size: 44x8192
        Basic:            131498
        Mult/add basic:   129626
        Striped:          55558
        Mult/add striped: 61389
Size: 45x8192
        Basic:            138951
        Mult/add basic:   125057
        Striped:          60704
        Mult/add striped: 68616
Size: 46x8192
        Basic:            147592
        Mult/add basic:   129331
        Striped:          72720
        Mult/add striped: 60842
Size: 47x8192
        Basic:            126148
        Mult/add basic:   132926
        Striped:          61940
        Mult/add striped: 61273
Size: 48x8192
        Basic:            130531
        Mult/add basic:   137270
        Striped:          50052
        Mult/add striped: 50967
Size: 49x8192
        Basic:            122885
        Mult/add basic:   120753
        Striped:          52458
        Mult/add striped: 53749
Size: 50x8192
        Basic:            120028
        Mult/add basic:   125199
        Striped:          54419
        Mult/add striped: 55793
Size: 51x8192
        Basic:            122797
        Mult/add basic:   126339
        Striped:          56124
        Mult/add striped: 55691
Size: 52x8192
        Basic:            132374
        Mult/add basic:   131550
        Striped:          53844
        Mult/add striped: 54911
Size: 53x8192
        Basic:            119783
        Mult/add basic:   120289
        Striped:          57178
        Mult/add striped: 59114
Size: 54x8192
        Basic:            120325
        Mult/add basic:   128951
        Striped:          59650
        Mult/add striped: 60250
Size: 55x8192
        Basic:            129144
        Mult/add basic:   151290
        Striped:          57524
        Mult/add striped: 59216
Size: 56x8192
        Basic:            131961
        Mult/add basic:   131191
        Striped:          68068
        Mult/add striped: 52948
Size: 57x8192
        Basic:            123686
        Mult/add basic:   122025
        Striped:          57854
        Mult/add striped: 59609
Size: 58x8192
        Basic:            123240
        Mult/add basic:   125521
        Striped:          57815
        Mult/add striped: 60681
Size: 59x8192
        Basic:            130247
        Mult/add basic:   125506
        Striped:          61249
        Mult/add striped: 58530
Size: 60x8192
        Basic:            134396
        Mult/add basic:   145286
        Striped:          54039
        Mult/add striped: 52327
Size: 13x16384
        Basic:            142516
        Mult/add basic:   149155
        Striped:          65956
        Mult/add striped: 66903
Size: 14x16384
        Basic:            162635
        Mult/add basic:   160857
        Striped:          66911
        Mult/add striped: 70646
Size: 15x16384
        Basic:            168034
        Mult/add basic:   178394
        Striped:          70048
        Mult/add striped: 69548
Size: 16x16384
        Basic:            170608
        Mult/add basic:   176631
        Striped:          61997
        Mult/add striped: 62795
Size: 17x16384
        Basic:            136114
        Mult/add basic:   138865
        Striped:          70312
        Mult/add striped: 73777
Size: 18x16384
        Basic:            145016
        Mult/add basic:   144020
        Striped:          69504
        Mult/add striped: 70917
Size: 19x16384
        Basic:            151241
        Mult/add basic:   153375
        Striped:          67103
        Mult/add striped: 67575
Size: 20x16384
        Basic:            157961
        Mult/add basic:   157796
        Striped:          55130
        Mult/add striped: 55453
Size: 21x16384
        Basic:            131618
        Mult/add basic:   132788
        Striped:          69639
        Mult/add striped: 68712
Size: 22x16384
        Basic:            138340
        Mult/add basic:   140767
        Striped:          69183
        Mult/add striped: 68404
Size: 23x16384
        Basic:            144738
        Mult/add basic:   146213
        Striped:          69023
        Mult/add striped: 69179
Size: 24x16384
        Basic:            148069
        Mult/add basic:   149004
        Striped:          50463
        Mult/add striped: 50715
Size: 25x16384
        Basic:            130533
        Mult/add basic:   131778
        Striped:          53875
        Mult/add striped: 57762
Size: 26x16384
        Basic:            141876
        Mult/add basic:   138276
        Striped:          60857
        Mult/add striped: 57717
Size: 27x16384
        Basic:            141772
        Mult/add basic:   139878
        Striped:          61567
        Mult/add striped: 64184
Size: 28x16384
        Basic:            141209
        Mult/add basic:   144966
        Striped:          55648
        Mult/add striped: 57313
Size: 29x16384
        Basic:            124648
        Mult/add basic:   126287
        Striped:          62151
        Mult/add striped: 65978
Size: 30x16384
        Basic:            129513
        Mult/add basic:   135425
        Striped:          63673
        Mult/add striped: 65787
Size: 31x16384
        Basic:            135955
        Mult/add basic:   133731
        Striped:          61760
        Mult/add striped: 61069
Size: 32x16384
        Basic:            139826
        Mult/add basic:   139529
        Striped:          52664
        Mult/add striped: 52159
Size: 33x16384
        Basic:            125604
        Mult/add basic:   136683
        Striped:          61715
        Mult/add striped: 64731
Size: 34x16384
        Basic:            134311
        Mult/add basic:   143720
        Striped:          67907
        Mult/add striped: 77975
Size: 35x16384
        Basic:            164975
        Mult/add basic:   140805
        Striped:          66260
        Mult/add striped: 65833
Size: 36x16384
        Basic:            145096
        Mult/add basic:   144190
        Striped:          53760
        Mult/add striped: 53766
Size: 37x16384
        Basic:            128657
        Mult/add basic:   131217
        Striped:          66477
        Mult/add striped: 60901
Size: 38x16384
        Basic:            135815
        Mult/add basic:   127768
        Striped:          58845
        Mult/add striped: 59331
Size: 39x16384
        Basic:            133571
        Mult/add basic:   142637
        Striped:          72906
        Mult/add striped: 84883
Size: 40x16384
        Basic:            151879
        Mult/add basic:   144028
        Striped:          72264
        Mult/add striped: 72260
Size: 41x16384
        Basic:            146176
        Mult/add basic:   152431
        Striped:          72272
        Mult/add striped: 70806
Size: 42x16384
        Basic:            129809
        Mult/add basic:   169605
        Striped:          69361
        Mult/add striped: 77598
Size: 43x16384
        Basic:            142528
        Mult/add basic:   173978
        Striped:          73166
        Mult/add striped: 61509
Size: 44x16384
        Basic:            160643
        Mult/add basic:   154223
        Striped:          54603
        Mult/add striped: 56261
Size: 45x16384
        Basic:            164697
        Mult/add basic:   171978
        Striped:          80354
        Mult/add striped: 83847
Size: 46x16384
        Basic:            155887
        Mult/add basic:   158030
        Striped:          88462
        Mult/add striped: 70912
Size: 47x16384
        Basic:            155484
        Mult/add basic:   161271
        Striped:          80661
        Mult/add striped: 81644
Size: 48x16384
        Basic:            194298
        Mult/add basic:   179397
        Striped:          59391
        Mult/add striped: 87055
Size: 49x16384
        Basic:            135817
        Mult/add basic:   161196
        Striped:          58419
        Mult/add striped: 55942
Size: 50x16384
        Basic:            125454
        Mult/add basic:   162968
        Striped:          54901
        Mult/add striped: 92469
Size: 51x16384
        Basic:            178013
        Mult/add basic:   179146
        Striped:          95571
        Mult/add striped: 96518
Size: 52x16384
        Basic:            170045
        Mult/add basic:   192137
        Striped:          89788
        Mult/add striped: 84413
Size: 53x16384
        Basic:            152086
        Mult/add basic:   172972
        Striped:          90222
        Mult/add striped: 79767
Size: 54x16384
        Basic:            164724
        Mult/add basic:   163168
        Striped:          95822
        Mult/add striped: 66480
Size: 55x16384
        Basic:            180373
        Mult/add basic:   155535
        Striped:          85336
        Mult/add striped: 71276
Size: 56x16384
        Basic:            173977
        Mult/add basic:   180732
        Striped:          85308
        Mult/add striped: 68074
Size: 57x16384
        Basic:            145565
        Mult/add basic:   166011
        Striped:          64756
        Mult/add striped: 90960
Size: 58x16384
        Basic:            161603
        Mult/add basic:   187009
        Striped:          88520
        Mult/add striped: 93550
Size: 59x16384
        Basic:            174945
        Mult/add basic:   145261
        Striped:          67840
        Mult/add striped: 81671
Size: 60x16384
        Basic:            137793
        Mult/add basic:   145778
        Striped:          60510
        Mult/add striped: 65235

If you're not doing this in retail, you're not getting good results
Compare basic to short-long
Size: 1x1
        Short/long:          9749059
        Mult/add short/long: 12421419
        Basic:               12798357
        Basic mult/add:      14798662

Size: 1x2
        Short/long:          6200257
        Mult/add short/long: 7045053
        Basic:               7474823
        Basic mult/add:      8449601

Size: 2x2
        Short/long:          2930545
        Mult/add short/long: 3994366
        Basic:               6251427
        Basic mult/add:      6064897

Size: 1x4
        Short/long:          3577126
        Mult/add short/long: 4413824
        Basic:               4255935
        Basic mult/add:      5004670

Size: 2x4
        Short/long:          2052861
        Mult/add short/long: 2926332
        Basic:               4131951
        Basic mult/add:      4338430

Size: 3x4
        Short/long:          1780427
        Mult/add short/long: 2234189
        Basic:               4136422
        Basic mult/add:      3820969

Size: 4x4
        Short/long:          1657319
        Mult/add short/long: 1939804
        Basic:               3745635
        Basic mult/add:      3737599

Size: 1x8
        Short/long:          2884052
        Mult/add short/long: 3350563
        Basic:               3038496
        Basic mult/add:      3543535

Size: 2x8
        Short/long:          1682775
        Mult/add short/long: 1940993
        Basic:               3178399
        Basic mult/add:      3174499

Size: 3x8
        Short/long:          1485771
        Mult/add short/long: 1626717
        Basic:               2953026
        Basic mult/add:      2913516

Size: 4x8
        Short/long:          1396761
        Mult/add short/long: 1664759
        Basic:               2683084
        Basic mult/add:      2893499

Size: 5x8
        Short/long:          1294845
        Mult/add short/long: 1375161
        Basic:               2083479
        Basic mult/add:      2075594

Size: 6x8
        Short/long:          1166385
        Mult/add short/long: 1380059
        Basic:               2081416
        Basic mult/add:      2180950

Size: 7x8
        Short/long:          1269207
        Mult/add short/long: 1291114
        Basic:               2125540
        Basic mult/add:      2248306

Size: 8x8
        Short/long:          1264617
        Mult/add short/long: 1254992
        Basic:               2143462
        Basic mult/add:      2253975

Size: 1x16
        Short/long:          2076309
        Mult/add short/long: 2462429
        Basic:               2110840
        Basic mult/add:      2578264

Size: 2x16
        Short/long:          1354801
        Mult/add short/long: 1596529
        Basic:               2457226
        Basic mult/add:      2646975

Size: 3x16
        Short/long:          1200354
        Mult/add short/long: 1375468
        Basic:               2498588
        Basic mult/add:      2587505

Size: 4x16
        Short/long:          1117472
        Mult/add short/long: 1262469
        Basic:               2404686
        Basic mult/add:      2513218

Size: 5x16
        Short/long:          1110797
        Mult/add short/long: 1335459
        Basic:               1810066
        Basic mult/add:      2047321

Size: 6x16
        Short/long:          1100335
        Mult/add short/long: 1200094
        Basic:               2055332
        Basic mult/add:      2024227

Size: 7x16
        Short/long:          1050028
        Mult/add short/long: 1204839
        Basic:               2017079
        Basic mult/add:      2193868

Size: 8x16
        Short/long:          1154936
        Mult/add short/long: 1162525
        Basic:               2085020
        Basic mult/add:      2123008

Size: 9x16
        Short/long:          1016818
        Mult/add short/long: 1094317
        Basic:               1516706
        Basic mult/add:      1626344

Size: 10x16
        Short/long:          1006532
        Mult/add short/long: 1078455
        Basic:               1647182
        Basic mult/add:      1705452

Size: 11x16
        Short/long:          1035975
        Mult/add short/long: 1104270
        Basic:               1701522
        Basic mult/add:      1995481

Size: 12x16
        Short/long:          1066601
        Mult/add short/long: 1052474
        Basic:               1761066
        Basic mult/add:      1863930

Size: 1x32
        Short/long:          1853016
        Mult/add short/long: 2303328
        Basic:               1835253
        Basic mult/add:      2345120

Size: 2x32
        Short/long:          1253307
        Mult/add short/long: 1487599
        Basic:               2292706
        Basic mult/add:      2559539

Size: 3x32
        Short/long:          1203677
        Mult/add short/long: 1584473
        Basic:               2429240
        Basic mult/add:      2814378

Size: 4x32
        Short/long:          1196350
        Mult/add short/long: 1256584
        Basic:               2758466
        Basic mult/add:      2712843

Size: 5x32
        Short/long:          1108128
        Mult/add short/long: 1247242
        Basic:               1965215
        Basic mult/add:      2137211

Size: 6x32
        Short/long:          1080030
        Mult/add short/long: 1179039
        Basic:               2091811
        Basic mult/add:      2171554

Size: 7x32
        Short/long:          1066028
        Mult/add short/long: 1147180
        Basic:               2215986
        Basic mult/add:      2233699

Size: 8x32
        Short/long:          1101652
        Mult/add short/long: 1161504
        Basic:               2238273
        Basic mult/add:      2342383

Size: 9x32
        Short/long:          1064410
        Mult/add short/long: 1146696
        Basic:               1662681
        Basic mult/add:      1786664

Size: 10x32
        Short/long:          1052521
        Mult/add short/long: 1103593
        Basic:               1772233
        Basic mult/add:      1844971

Size: 11x32
        Short/long:          1074122
        Mult/add short/long: 1149729
        Basic:               1881640
        Basic mult/add:      1939043

Size: 12x32
        Short/long:          1092754
        Mult/add short/long: 1169285
        Basic:               1939111
        Basic mult/add:      2018997

Size: 1x64
        Short/long:          1970985
        Mult/add short/long: 2769730
        Basic:               1964328
        Basic mult/add:      2686166

Size: 2x64
        Short/long:          1372463
        Mult/add short/long: 1670848
        Basic:               2562777
        Basic mult/add:      2774542

Size: 3x64
        Short/long:          1214934
        Mult/add short/long: 1392541
        Basic:               2601152
        Basic mult/add:      2779154

Size: 4x64
        Short/long:          1055992
        Mult/add short/long: 1214316
        Basic:               2556866
        Basic mult/add:      2740673

Size: 5x64
        Short/long:          1075815
        Mult/add short/long: 1159708
        Basic:               1947457
        Basic mult/add:      2012788

Size: 6x64
        Short/long:          1048915
        Mult/add short/long: 1101490
        Basic:               2068385
        Basic mult/add:      2184792

Size: 7x64
        Short/long:          1072152
        Mult/add short/long: 1054492
        Basic:               2126679
        Basic mult/add:      2224540

Size: 8x64
        Short/long:          1039414
        Mult/add short/long: 1053424
        Basic:               2202851
        Basic mult/add:      2301145

Size: 9x64
        Short/long:          1053452
        Mult/add short/long: 1043116
        Basic:               1682403
        Basic mult/add:      1764496

Size: 10x64
        Short/long:          992797
        Mult/add short/long: 1002009
        Basic:               1764978
        Basic mult/add:      1809190

Size: 11x64
        Short/long:          1090823
        Mult/add short/long: 1265441
        Basic:               2122603
        Basic mult/add:      2037620

Size: 12x64
        Short/long:          1030219
        Mult/add short/long: 1081996
        Basic:               1898286
        Basic mult/add:      2003694

Size: 1x128
        Short/long:          2065741
        Mult/add short/long: 2597787
        Basic:               2051192
        Basic mult/add:      2581121

Size: 2x128
        Short/long:          1405916
        Mult/add short/long: 1689305
        Basic:               2578529
        Basic mult/add:      2824752

Size: 3x128
        Short/long:          1179979
        Mult/add short/long: 1322333
        Basic:               2690491
        Basic mult/add:      2724541

Size: 4x128
        Short/long:          1067861
        Mult/add short/long: 1163937
        Basic:               2550181
        Basic mult/add:      2687503

Size: 5x128
        Short/long:          1053277
        Mult/add short/long: 1149066
        Basic:               1916991
        Basic mult/add:      2100112

Size: 6x128
        Short/long:          1078750
        Mult/add short/long: 1084976
        Basic:               2154028
        Basic mult/add:      2391913

Size: 7x128
        Short/long:          996196
        Mult/add short/long: 1110214
        Basic:               2195092
        Basic mult/add:      2292348

Size: 8x128
        Short/long:          1090386
        Mult/add short/long: 1018157
        Basic:               2547509
        Basic mult/add:      2484842

Size: 9x128
        Short/long:          1009348
        Mult/add short/long: 1008562
        Basic:               1705277
        Basic mult/add:      1703007

Size: 10x128
        Short/long:          1021060
        Mult/add short/long: 1060239
        Basic:               1776568
        Basic mult/add:      1958085

Size: 11x128
        Short/long:          1072309
        Mult/add short/long: 1003403
        Basic:               1924061
        Basic mult/add:      2012145

Size: 12x128
        Short/long:          958898
        Mult/add short/long: 994699
        Basic:               2034935
        Basic mult/add:      1987636

Size: 1x256
        Short/long:          1799842
        Mult/add short/long: 2455725
        Basic:               1889311
        Basic mult/add:      2478888

Size: 2x256
        Short/long:          1365423
        Mult/add short/long: 1607610
        Basic:               2495629
        Basic mult/add:      2688896

Size: 3x256
        Short/long:          1151591
        Mult/add short/long: 1355427
        Basic:               2604962
        Basic mult/add:      2735567

Size: 4x256
        Short/long:          1035083
        Mult/add short/long: 1185112
        Basic:               2651564
        Basic mult/add:      2632673

Size: 5x256
        Short/long:          1004873
        Mult/add short/long: 1206243
        Basic:               2049677
        Basic mult/add:      2076542

Size: 6x256
        Short/long:          1095269
        Mult/add short/long: 1141426
        Basic:               2353699
        Basic mult/add:      2435990

Size: 7x256
        Short/long:          1171314
        Mult/add short/long: 1131738
        Basic:               2322349
        Basic mult/add:      2499866

Size: 8x256
        Short/long:          963144
        Mult/add short/long: 1039726
        Basic:               2398057
        Basic mult/add:      2427119

Size: 9x256
        Short/long:          967340
        Mult/add short/long: 1003763
        Basic:               1708977
        Basic mult/add:      1728907

Size: 10x256
        Short/long:          992603
        Mult/add short/long: 997070
        Basic:               1903173
        Basic mult/add:      1880540

Size: 11x256
        Short/long:          975610
        Mult/add short/long: 1046565
        Basic:               1906584
        Basic mult/add:      1976379

Size: 12x256
        Short/long:          982044
        Mult/add short/long: 1001126
        Basic:               2054045
        Basic mult/add:      2076588

Size: 1x512
        Short/long:          1862455
        Mult/add short/long: 2430887
        Basic:               1928956
        Basic mult/add:      2521427

Size: 2x512
        Short/long:          1386109
        Mult/add short/long: 1655524
        Basic:               2405706
        Basic mult/add:      2738704

Size: 3x512
        Short/long:          1286688
        Mult/add short/long: 1433180
        Basic:               2526222
        Basic mult/add:      3022212

Size: 4x512
        Short/long:          1058367
        Mult/add short/long: 1273271
        Basic:               2635901
        Basic mult/add:      2710221

Size: 5x512
        Short/long:          1059203
        Mult/add short/long: 1182080
        Basic:               1939168
        Basic mult/add:      2133630

Size: 6x512
        Short/long:          1073029
        Mult/add short/long: 1126007
        Basic:               2181180
        Basic mult/add:      2266026

Size: 7x512
        Short/long:          1022033
        Mult/add short/long: 1086739
        Basic:               2239639
        Basic mult/add:      2341411

Size: 8x512
        Short/long:          1005512
        Mult/add short/long: 1074492
        Basic:               2305479
        Basic mult/add:      2355782

Size: 9x512
        Short/long:          1030554
        Mult/add short/long: 1028648
        Basic:               1683754
        Basic mult/add:      1802959

Size: 10x512
        Short/long:          970492
        Mult/add short/long: 1015850
        Basic:               1864154
        Basic mult/add:      1897305

Size: 11x512
        Short/long:          974860
        Mult/add short/long: 988460
        Basic:               1991922
        Basic mult/add:      1936668

Size: 12x512
        Short/long:          954501
        Mult/add short/long: 1051244
        Basic:               2002577
        Basic mult/add:      2058227

Size: 1x1024
        Short/long:          1897826
        Mult/add short/long: 2586372
        Basic:               1957735
        Basic mult/add:      2692829

Size: 2x1024
        Short/long:          1373352
        Mult/add short/long: 1647317
        Basic:               2427900
        Basic mult/add:      2671056

Size: 3x1024
        Short/long:          1324811
        Mult/add short/long: 1315133
        Basic:               2513142
        Basic mult/add:      2650611

Size: 4x1024
        Short/long:          982377
        Mult/add short/long: 1155404
        Basic:               2382505
        Basic mult/add:      2509794

Size: 5x1024
        Short/long:          962736
        Mult/add short/long: 1051913
        Basic:               1783461
        Basic mult/add:      1901083

Size: 6x1024
        Short/long:          938088
        Mult/add short/long: 993271
        Basic:               1956897
        Basic mult/add:      2080919

Size: 7x1024
        Short/long:          916010
        Mult/add short/long: 967640
        Basic:               2025075
        Basic mult/add:      2097935

Size: 8x1024
        Short/long:          913032
        Mult/add short/long: 943223
        Basic:               2076875
        Basic mult/add:      2142682

Size: 9x1024
        Short/long:          899201
        Mult/add short/long: 925380
        Basic:               1531121
        Basic mult/add:      1581518

Size: 10x1024
        Short/long:          898840
        Mult/add short/long: 903898
        Basic:               1659225
        Basic mult/add:      1706017

Size: 11x1024
        Short/long:          888169
        Mult/add short/long: 1005384
        Basic:               1764964
        Basic mult/add:      1995789

Size: 12x1024
        Short/long:          881584
        Mult/add short/long: 895469
        Basic:               1938377
        Basic mult/add:      1852444

Size: 1x2048
        Short/long:          1643231
        Mult/add short/long: 2316083
        Basic:               1751718
        Basic mult/add:      2306988

Size: 2x2048
        Short/long:          1256976
        Mult/add short/long: 1544602
        Basic:               2230575
        Basic mult/add:      2525245

Size: 3x2048
        Short/long:          1077869
        Mult/add short/long: 1245911
        Basic:               2322855
        Basic mult/add:      2514726

Size: 4x2048
        Short/long:          971184
        Mult/add short/long: 1106833
        Basic:               2379254
        Basic mult/add:      2490168

Size: 5x2048
        Short/long:          962445
        Mult/add short/long: 1068698
        Basic:               1790729
        Basic mult/add:      1880117

Size: 6x2048
        Short/long:          933595
        Mult/add short/long: 1011000
        Basic:               1934894
        Basic mult/add:      2036469

Size: 7x2048
        Short/long:          916387
        Mult/add short/long: 954372
        Basic:               2022579
        Basic mult/add:      2101952

Size: 8x2048
        Short/long:          917438
        Mult/add short/long: 926354
        Basic:               2071798
        Basic mult/add:      2140099

Size: 9x2048
        Short/long:          889548
        Mult/add short/long: 1064827
        Basic:               1544261
        Basic mult/add:      1638935

Size: 10x2048
        Short/long:          977794
        Mult/add short/long: 901857
        Basic:               1834836
        Basic mult/add:      1798139

Size: 11x2048
        Short/long:          882520
        Mult/add short/long: 903987
        Basic:               1764137
        Basic mult/add:      1770776

Size: 12x2048
        Short/long:          884978
        Mult/add short/long: 954573
        Basic:               1788694
        Basic mult/add:      1855442

Size: 1x4096
        Short/long:          1639752
        Mult/add short/long: 2364060
        Basic:               1761347
        Basic mult/add:      2315272

Size: 2x4096
        Short/long:          1265141
        Mult/add short/long: 1539044
        Basic:               2266583
        Basic mult/add:      2528640

Size: 3x4096
        Short/long:          1093190
        Mult/add short/long: 1254714
        Basic:               2335314
        Basic mult/add:      2509760

Size: 4x4096
        Short/long:          980824
        Mult/add short/long: 1116853
        Basic:               2367884
        Basic mult/add:      2497892

Size: 5x4096
        Short/long:          958689
        Mult/add short/long: 1062468
        Basic:               1788354
        Basic mult/add:      1897613

Size: 6x4096
        Short/long:          936120
        Mult/add short/long: 1017729
        Basic:               1945910
        Basic mult/add:      2035674

Size: 7x4096
        Short/long:          942234
        Mult/add short/long: 962720
        Basic:               2041302
        Basic mult/add:      2096061

Size: 8x4096
        Short/long:          995999
        Mult/add short/long: 925755
        Basic:               2224042
        Basic mult/add:      2284829

Size: 9x4096
        Short/long:          895667
        Mult/add short/long: 919111
        Basic:               1535750
        Basic mult/add:      1587093

Size: 10x4096
        Short/long:          895409
        Mult/add short/long: 911718
        Basic:               1706173
        Basic mult/add:      1692407

Size: 11x4096
        Short/long:          876778
        Mult/add short/long: 897524
        Basic:               1736438
        Basic mult/add:      1774982

Size: 12x4096
        Short/long:          890100
        Mult/add short/long: 897437
        Basic:               1794773
        Basic mult/add:      1828440

Size: 1x8192
        Short/long:          1627994
        Mult/add short/long: 2312118
        Basic:               1776108
        Basic mult/add:      2310298

Size: 2x8192
        Short/long:          1262917
        Mult/add short/long: 1521536
        Basic:               2247632
        Basic mult/add:      2519763

Size: 3x8192
        Short/long:          1079352
        Mult/add short/long: 1233529
        Basic:               2323983
        Basic mult/add:      2499464

Size: 4x8192
        Short/long:          975922
        Mult/add short/long: 1110149
        Basic:               2400590
        Basic mult/add:      2496980

Size: 5x8192
        Short/long:          968429
        Mult/add short/long: 1067436
        Basic:               1794143
        Basic mult/add:      1893448

Size: 6x8192
        Short/long:          926537
        Mult/add short/long: 1090944
        Basic:               1958622
        Basic mult/add:      2266076

Size: 7x8192
        Short/long:          956465
        Mult/add short/long: 980970
        Basic:               2190408
        Basic mult/add:      2213633

Size: 8x8192
        Short/long:          902252
        Mult/add short/long: 965425
        Basic:               2096839
        Basic mult/add:      2166109

Size: 9x8192
        Short/long:          900957
        Mult/add short/long: 908705
        Basic:               1536560
        Basic mult/add:      1605977

Size: 10x8192
        Short/long:          917492
        Mult/add short/long: 908058
        Basic:               1670792
        Basic mult/add:      1706520

Size: 11x8192
        Short/long:          885658
        Mult/add short/long: 911208
        Basic:               1721976
        Basic mult/add:      1787387

Size: 12x8192
        Short/long:          869757
        Mult/add short/long: 883475
        Basic:               1794917
        Basic mult/add:      1827197

Size: 1x16384
        Short/long:          1649863
        Mult/add short/long: 2311612
        Basic:               1755206
        Basic mult/add:      2298823

Size: 2x16384
        Short/long:          1273808
        Mult/add short/long: 1529858
        Basic:               2232576
        Basic mult/add:      2567213

Size: 3x16384
        Short/long:          1077330
        Mult/add short/long: 1262932
        Basic:               2315201
        Basic mult/add:      2504693

Size: 4x16384
        Short/long:          988753
        Mult/add short/long: 1100402
        Basic:               2350293
        Basic mult/add:      2485807

Size: 5x16384
        Short/long:          984130
        Mult/add short/long: 1078353
        Basic:               1993077
        Basic mult/add:      2071240

Size: 6x16384
        Short/long:          929895
        Mult/add short/long: 1021192
        Basic:               1933345
        Basic mult/add:      2120985

Size: 7x16384
        Short/long:          915847
        Mult/add short/long: 949681
        Basic:               2016946
        Basic mult/add:      2104721

Size: 8x16384
        Short/long:          915965
        Mult/add short/long: 924012
        Basic:               2064819
        Basic mult/add:      2175110

Size: 9x16384
        Short/long:          895429
        Mult/add short/long: 915526
        Basic:               1591962
        Basic mult/add:      1578231

Size: 10x16384
        Short/long:          887568
        Mult/add short/long: 896971
        Basic:               1658173
        Basic mult/add:      1693715

Size: 11x16384
        Short/long:          883293
        Mult/add short/long: 910105
        Basic:               1722085
        Basic mult/add:      1770292

Size: 12x16384
        Short/long:          883321
        Mult/add short/long: 887019
        Basic:               1796641
        Basic mult/add:      1826009


If you're not doing this with a retail build, you're not getting good numbers.  All sizes in BYTES, not DIGITs!
TestMultiplyTimes
Multiply two 4 BYTE numbers:    0 microseconds
Square a     4 BYTE numbers:    0 microseconds
Multiply two 4 BYTE numbers:    0 microseconds
Square a     4 BYTE numbers:    0 microseconds
Multiply two 8 BYTE numbers:    1 microseconds
Square a     8 BYTE numbers:    0 microseconds
Multiply two 16 BYTE numbers:   1 microseconds
Square a     16 BYTE numbers:   1 microseconds
Multiply two 32 BYTE numbers:   2 microseconds
Square a     32 BYTE numbers:   1 microseconds
Multiply two 64 BYTE numbers:   2 microseconds
Square a     64 BYTE numbers:   1 microseconds
Multiply two 128 BYTE numbers:  3 microseconds
Square a     128 BYTE numbers:  1 microseconds
Multiply two 256 BYTE numbers:  4 microseconds
Square a     256 BYTE numbers:  3 microseconds
